#mip results PROTO15
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 7 19 74.2338 1.87474 21.2172 0 1439
0 7 20 68.7521 1.64931 20.2574 0 1367
0 7 21 63.2724 1.68244 18.0038 0 1501
0 7 22 61.8202 1.87207 21.926 0 1417
0 7 23 62.5925 1.61416 19.7321 0 1567
0 7 24 61.3721 1.72068 18.638 0 1448
0 7 25 62.8863 1.89037 19.2335 0 1484
0 7 26 62.6957 1.68726 19.2556 0 1634
0 7 27 64.0739 1.83254 21.9045 0 1499
0 7 28 60.3377 1.63505 18.8265 0 1507
0 7 29 61.5087 1.57327 18.9368 0 1482
0 7 30 57.0284 1.80203 23.053 0 1488
0 7 31 61.6339 1.74382 21.2005 0 1589
0 7 32 59.3784 1.61005 18.8785 0 1558
0 7 33 61.5752 1.67483 21.4362 0 1542
0 7 34 64.8742 1.7091 20.1605 0 1310
0 7 35 69.4118 2.04597 19.2418 0 1466
0 7 36 62.2958 2.14389 20.8591 0 1525
0 7 37 58.0168 1.44386 17.4527 0 1935
0 7 38 55.5529 1.21365 17.7321 0 1583
0 7 39 60.9415 1.50978 18.2391 0 1463
0 7 40 64.3794 1.93665 19.7559 0 1500
0 7 41 67.9667 1.5874 20.3195 0 1374
0 7 42 59.0858 1.61037 19.0099 0 1743
0 7 43 63.4314 1.3643 17.8021 0 1437
0 7 44 57.1417 1.35442 18.0458 0 1457
0 7 45 60.7619 2.0362 20.3058 0 1662
0 7 46 71.7684 1.91718 22.48 0 1360
0 7 47 61.6613 1.43109 18.9831 0 1634
0 7 48 74.8048 2.38376 23.5246 0 1339
0 7 49 69.2885 1.67655 19.7391 0 1510
0 7 50 76.055 2.07077 21.9672 0 1473
0 7 51 68.909 1.62206 20.083 0 1441
0 7 52 61.0242 1.68786 22.6379 0 1436
0 7 53 68.3741 1.62559 19.5772 0 1405
0 7 54 69.2105 1.68918 20.1825 0 1336
0 7 55 65.7134 1.63629 21.2494 0 1380
0 7 56 70.7726 1.77698 20.759 0 1474
0 7 57 65.7751 1.43269 17.333 0 1394
0 7 58 69.5686 1.81188 22.5614 0 1352
0 7 59 68.6285 1.79488 21.1051 0 1342
0 7 60 66.4168 1.4314 17.7283 0 1453
0 7 61 71.0686 1.80896 21.9861 0 1363
0 7 62 62.442 1.58682 18.7794 0 1425
0 7 63 70.8004 1.7646 21.6747 0 1352
0 8 0 43.4093 0.145436 1 0 1351
0 8 1 0 0 0 0 0
0 8 2 42.6251 0.375944 3.30524 0 363
0 8 3 100 65.7185 4.05101 0 14
0 8 4 76.6098 21.8136 33.8175 0 55
0 8 5 48.0998 0.475332 1.0642 0 493
0 8 6 40.5284 0.290723 2.4896 0 326
0 8 7 45.4274 0.0895009 1 0 2041
0 8 8 40.0076 0.0780042 1 0 2419
0 8 9 0 0 0 0 0
0 8 10 49.121 2.18621 8.10613 0 88
0 8 11 47.0796 0.743024 6.75565 0 479
0 8 12 40.8202 0.0921671 1 0 2453
0 8 13 69.3698 12.2613 22.2164 0 49
0 8 14 45.3609 0.242972 3.05353 0 817
0 8 15 15.5313 44.8791 45.6616 0 21
0 8 16 0 0 0 0 0
0 8 18 15 5.56545 1 0 36
0 8 20 67.4751 1.89858 16.3698 0 771
0 8 21 60.1059 0.125462 1 0 1183
0 8 22 0 0 0 0 0
0 8 23 15.0002 60.3661 100 0 343
0 8 24 44.2688 0.145282 1.11676 0 903
0 8 25 42.9343 0.074746 1.0126 0 4182
0 8 26 15.0014 60.2675 100 0 33
0 8 27 42.1907 0.0840262 1 0 2576
0 8 28 68.7848 69.302 99.9758 0 47
0 8 29 68.884 2.16321 19.6927 0 838
0 8 30 67.8929 2.55 24.606 0 869
